name,uri,genres,albums,tracks,last_album_date,first_album_date,popularity,followers,playlist_count,spotify_url,image_320,lastfm_listeners,lastfm_playcount,personal_playcount,lastfm_tags,summary,tour_status,tour_date,tour_coperformers,festival_coperformers
exodus,spotify:artist:76S65NHJHrNy4JTrXHP2BH,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",15,168,2024-05-31,1985,52,837119,0,https://open.spotify.com/artist/76S65NHJHrNy4JTrXHP2BH,https://i.scdn.co/image/ab67616100005174a04e10b6b81e0eb033ed033c,520475,18190490,0,"['thrash metal', 'metal', 'speed metal', 'seen live', 'heavy metal']","There is more than one artist with this name:

1) Exodus are an American thrash metal band formed in 1979 in Richmond, California. Their current lineup consists of guitarists Gary Holt and Lee Altus, bassist Jack Gibson, drummer Tom Hunting, and lead vocalist Steve ""Zetro"" Souza. There are no original members left in Exodus other than Hunting, who has departed from the band twice, in 1989 and 2004, but rejoined in 2007. Exodus is also notable for <a href=""https://www.last.fm/music/Exodus"">Read more on Last.fm</a>",upcoming_tour,2025-09-20,set(),Counter()
fleshwater,spotify:artist:6P5ccCJCe8A4s9tDSTNFzF,['shoegaze'],2,16,2023-12-26,2022-11-04,57,265201,0,https://open.spotify.com/artist/6P5ccCJCe8A4s9tDSTNFzF,https://i.scdn.co/image/ab676161000051747ceea51fc1f2cbebde775c2d,391863,15456605,0,"['shoegaze', 'alternative metal', 'post-hardcore', 'alternative rock', 'alternative']","Hailing from Georgetown, Massachusetts, Fleshwater is a side project originating from metalcore band Vein.fm. 

Unlike the menacing and experimental metalcore of Vein.fm, Fleshwater delivers a far more accessible sound, reminiscent of the late 90's and early 00's era. Taking inspiration from alternative rock bands like Far, Failure, Hole, The Smashing Pumpkins, Hum and Deftones. It shows a contrast between heavily distorted guitars and clean but intense female vocals <a href=""https://www.last.fm/music/fleshwater"">Read more on Last.fm</a>",upcoming_tour,2025-10-26,set(),Counter()
i prevail,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,['metalcore'],6,85,2024-09-20,2014-12-16,72,1766325,0,https://open.spotify.com/artist/3Uobr6LgQpBbk6k4QGAb3V,https://i.scdn.co/image/ab67616100005174a26ab7baa4a50f469edbfd76,495741,25377127,291,"['post-hardcore', 'metalcore', 'alternative metal', 'metal', 'seen live']","I Prevail are an American metalcore band formed in Southfield, Michigan, in 2013. They released their first EP „Heart vs Mind” a year later. Their rise to popularity came after releasing a cover of Taylor Swift’s Blank Space (also in 2014), which ended up reaching certified platinum in the US. Since then, the band has released three albums:
- Lifelines in 2016, which reached #15 on the Billboard 200,
- Trauma in 2019, which became their most successful album yet - receiving both a Best Rock Album Grammy nomination <a href=""https://www.last.fm/music/I+Prevail"">Read more on Last.fm</a>",on_tour,2025-07-27,set(),Counter()
violent vira,spotify:artist:298H8XdYsBHii98wfAZT1S,[],0,0,,,64,464478,0,https://open.spotify.com/artist/298H8XdYsBHii98wfAZT1S,https://i.scdn.co/image/ab676161000051745d98fa800b4bc01ef8cdbed1,428396,13941117,0,"['alternative', 'alternative metal', 'alternative rock', 'emo', 'post-hardcore']","Vira (Boise, Idaho) is a female rock vocalist and songwriter of Mexican-American descent. Her first single, I Don't Care, was released on September 24, 2021, a track that would bring her further recognition, and her first EP, Till' Death Was Never Enough, was released on August 4, 2023.

The band begins with Vira and Blank (bassist), who worked together on a couple of songs and then moved to Dallas. There they met Matt and Anthony (both guitarists) thanks to Vira's announcement on her social networks <a href=""https://www.last.fm/music/VIOLENT+VIRA"">Read more on Last.fm</a>",on_tour,2025-08-08,set(),Counter()
of mice & men,spotify:artist:4tususHNaR68xdgLstlGBA,"['metalcore', 'post-hardcore', 'screamo', 'metal']",11,143,2023-10-06,2010-02-23,62,1354315,0,https://open.spotify.com/artist/4tususHNaR68xdgLstlGBA,https://i.scdn.co/image/ab67616100005174db9bbab9b7527362c934234c,0,0,0,"['post-hardcore', 'metalcore', 'seen live', 'alternative metal', 'not screamo']"," <a href=""https://www.last.fm/music/Of+Mice+"">Read more on Last.fm</a>",upcoming_tour,2025-12-02,set(),Counter()
taking back sunday,spotify:artist:24XtlMhEMNdi822vi0MhY1,"['emo', 'pop punk', 'screamo', 'punk']",18,224,2023-10-27,2002-03-26,64,928864,0,https://open.spotify.com/artist/24XtlMhEMNdi822vi0MhY1,https://i.scdn.co/image/ab6761610000517464e2c1bde6876d4a31c4d939,1670401,67976345,0,"['emo', 'rock', 'seen live', 'alternative', 'punk']","Taking Back Sunday is an American rock band from Long Island, New York. The band was formed by guitarist Eddie Reyes in 1999. The band's members are Adam Lazzara (lead vocals), John Nolan (lead guitar, keyboards, vocals), Shaun Cooper (bass guitar), and Mark O'Connell (drums). 

Guitarist Eddie Reyes, who had played in The Movielife, Mind Over Matter and Inside, and guitarist Jesse Lacey of the Rookie Lot founded Taking Back Sunday in Amityville, New York in November 1999. <a href=""https://www.last.fm/music/Taking+Back+Sunday"">Read more on Last.fm</a>",upcoming_tour,2025-09-12,set(),Counter()
a day to remember,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,"['metalcore', 'post-hardcore', 'pop punk', 'screamo', 'emo']",12,167,2025-03-21,2005-05-10,73,2494158,0,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,https://i.scdn.co/image/ab676161000051746164f861e5e683c9067f4395,1751560,125441615,7,"['post-hardcore', 'hardcore', 'pop punk', 'screamo', 'emocore']","A Day to Remember is a post-hardcore band from Ocala, Florida, founded in 2003 by guitarist Tom Denney and drummer Bobby Scruggs. They are mainly known for their unusual amalgamation of metalcore and pop punk as a musical style, as well as playing other styles. The band consists of vocalist Jeremy McKinnon, rhythm guitarist and backing vocalist Neil Westfall, bassist Joshua Woodard, percussion and drummer Alex Shelnutt and lead guitarist Kevin Skaff. <a href=""https://www.last.fm/music/A+Day+to+Remember"">Read more on Last.fm</a>",on_tour,2025-07-14,set(),Counter()
holding absence,spotify:artist:2tl280wIokrLjabzrSKTgU,"['metalcore', 'post-hardcore', 'melodic hardcore']",4,51,2023-08-25,2019-03-01,57,171987,0,https://open.spotify.com/artist/2tl280wIokrLjabzrSKTgU,https://i.scdn.co/image/ab67616100005174787bfd87f96c28c81612d104,215417,8195697,14,"['post-hardcore', 'seen live', 'alternative rock', 'emo', 'melodic hardcore']","Holding Absence is a rock band from Cardiff, Wales formed in 2015. The group consists of lead vocalist Lucas Woodland, guitarist Scott Carey, bassist Benjamin Elliot and drummer Ashley Green.

The band released an initial collection of singles in 2017, as well as a split EP with Loathe in 2018, before finally releasing their debut record, Holding Absence, in 2019. They are signed with SharpTone Records. In April 2021, they released their second album, 'The Greatest Mistake of My Life'. <a href=""https://www.last.fm/music/Holding+Absence"">Read more on Last.fm</a>",not_touring,,set(),Counter()
death angel,spotify:artist:6KVc8Llznru8n9LVCYe9dz,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",15,230,2021-11-26,1987,44,397476,0,https://open.spotify.com/artist/6KVc8Llznru8n9LVCYe9dz,https://i.scdn.co/image/ab676161000051743924c34374bbc9baf7211d4c,252606,6490814,0,"['thrash metal', 'speed metal', 'seen live', 'metal', 'heavy metal']","Death Angel are an American thrash metal band from Daly City, California, initially active from 1982 to 1991 and again since 2001. Death Angel has released nine studio albums, two demo tapes, one box set, and three live albums. The band has gone through several line-up changes, leaving guitarist Rob Cavestany as the only constant member; he and vocalist Mark Osegueda (who joined the group in 1984) are the only members of Death Angel to appear on all of their studio albums. <a href=""https://www.last.fm/music/Death+Angel"">Read more on Last.fm</a>",upcoming_tour,2025-11-28,set(),Counter()
the home team,spotify:artist:0hp58JplihFjlLstUbKS0x,['pop punk'],5,61,2025-06-13,2018-07-20,64,178259,0,https://open.spotify.com/artist/0hp58JplihFjlLstUbKS0x,https://i.scdn.co/image/ab676161000051742352d4cd1799b227dda056c9,142188,7365394,0,"['pop punk', 'emo', 'alternative', 'pop rock', 'post-hardcore']","Fun, energetic, and bringing pop-punk/pop-rock to the forefront, The Home Team is ready to take the country by storm. Hailing from Seattle, WA, this 4-piece band consists of Brian Butcher (vocals), John Baran (guitar), Ryne Olson (bass), and Daniel Matson (drums). Working diligently to make a name for themselves, The Home Team released an EP, Black Sheep, in early 2014 and tour consistently bringing their electrifying live performance with them. The hard work, dedication to their craft, and ultimately catchy music caught the eyes of many fans. <a href=""https://www.last.fm/music/The+Home+Team"">Read more on Last.fm</a>",upcoming_tour,2025-09-14,set(),Counter()
boston manor,spotify:artist:4WjeQi9wm84lYTIWZ95QoM,['pop punk'],5,54,2024-09-06,2016-09-30,53,178320,0,https://open.spotify.com/artist/4WjeQi9wm84lYTIWZ95QoM,https://i.scdn.co/image/ab67616100005174627b21a0782230db53e262ae,219510,8644279,0,"['pop punk', 'alternative rock', 'seen live', 'emo', 'punk']","Boston Manor are a British punk rock band formed in Blackpool, Lancashire, England, in March 2013. They released a first EP, Here/Now, through Never Mend Records on Bandcamp, and in 2014 they signed with Failure By Design Records for their second EP, Driftwood. In 2015, the band signed with Pure Noise Records: with them, they released another EP, Saudade, as well as their full-length albums Be Nothing (2016), Welcome to the Neigbourhood (2018) and Glue (2020). <a href=""https://www.last.fm/music/Boston+Manor"">Read more on Last.fm</a>",upcoming_tour,2025-12-17,set(),Counter()
demae,spotify:artist:1HkWfjmOohAg7lS9bv1QcL,"['uk r&b', 'indie r&b', 'neo soul']",1,8,2020-09-18,2020-09-18,35,12809,0,https://open.spotify.com/artist/1HkWfjmOohAg7lS9bv1QcL,https://i.scdn.co/image/ab67616100005174260c2e8950569256b8483d2e,24273,113328,0,"['soul', 'funk', 'rnb', 'pop', 'british']","Demae is one-third of the British hip-hop group Hawk House.  She has been noted for her smooth delivery and introspective lyricism, which adds depth to Hawk House's music. 

Demae has also pursued solo projects and collaborations, further showcasing her versatility as an artist. <a href=""https://www.last.fm/music/Demae"">Read more on Last.fm</a>",not_touring,,set(),Counter()
dayseeker,spotify:artist:5FjQVp1Lb0kltmwIuu5kfj,"['metalcore', 'post-hardcore']",8,100,2024-04-19,2013-10-29,67,426556,0,https://open.spotify.com/artist/5FjQVp1Lb0kltmwIuu5kfj,https://i.scdn.co/image/ab67616100005174af20d15e4327302d86a7f1ec,194548,10631552,11,"['post-hardcore', 'metalcore', 'seen live', 'metal', 'alternative rock']","Dayseeker are an American post-hardcore band from Orange County, California, formed in 2012. The band consists of vocalist Rory Rodriguez, guitarist Gino Sgambelluri, bassist Ramone Valerio and drummer Zac Mayfield. They are currently signed to Spinefarm Records and have released five studio albums. Their most recent studio album, Dark Sun, was released on November 4, 2022. <a href=""https://www.last.fm/music/Dayseeker"">Read more on Last.fm</a>",on_tour,2025-07-16,set(),Counter()
alkaline trio,spotify:artist:1aEYCT7t18aM3VvM6y8oVR,"['pop punk', 'punk', 'emo', 'skate punk']",23,267,2024-01-26,2001-04-03,58,420634,0,https://open.spotify.com/artist/1aEYCT7t18aM3VvM6y8oVR,https://i.scdn.co/image/ab67616100005174b85da6fc072594f79f5f27f9,1015577,57819905,0,"['punk', 'punk rock', 'seen live', 'emo', 'rock']","Alkaline Trio are a punk rock band from Chicago, Illinois consisting of Matt Skiba (guitar/vocals), Dan Andriano (bass/vocals), and Atom Willard (drums/percussion). Their music is characterized by dark lyrics, catchy hooks, fast tempos, and recurring subjects of alcoholism, depression, shattered relationships, drugs, and death.

The band formed in December of 1996, originally consisting of Skiba, Rob Doran (bass/vocals), and Glenn Porter (drums/vocals). <a href=""https://www.last.fm/music/Alkaline+Trio"">Read more on Last.fm</a>",upcoming_tour,2025-09-27,set(),Counter()
the funeral portrait,spotify:artist:4iGsihTcyZ80RQFZhC8bf8,[],3,51,2025-06-13,2016-12-16,54,84307,0,https://open.spotify.com/artist/4iGsihTcyZ80RQFZhC8bf8,https://i.scdn.co/image/ab67616100005174dd6b29d51fd67f41c160e615,71867,1296258,0,"['post-hardcore', 'metalcore', 'emo', 'alternative rock', 'metal']","The Funeral Portrait is a post hardcore band from Atlanta, Georgia. Consisting of Lee Jennings (vocals), Cody W. (guitar), Rob W. (bass), and Homer U. (drums). The band blends elements of rock and roll, punk rock, and theater all under a blanket of pop sensibility as they paint their stories of love, loss, anger, and grief onto a canvas of skillfully crafted songs. The Funeral Portrait hit the ground running in late 2014 and since then has done over 20 tours sharing the road with: Alesana <a href=""https://www.last.fm/music/The+Funeral+Portrait"">Read more on Last.fm</a>",on_tour,2025-07-17,set(),Counter()
electric callboy,spotify:artist:1WNoKxsp715jez1Td4vthc,"['metalcore', 'metal']",11,149,2023-05-16,2012-03-23,71,1037148,0,https://open.spotify.com/artist/1WNoKxsp715jez1Td4vthc,https://i.scdn.co/image/ab676161000051744ee8ef4f7f78db11c95017c7,246596,14701249,0,"['metalcore', 'seen live', 'trancecore', 'german', 'electronic']","Electric Callboy (formerly known as Eskimo Callboy) is a German metalcore/electronicore band formed in Castrop-Rauxel in 2010. The band consists of former lead singer of To the Rats and WolvesNico Sallach, who replaced longtime lead singer Sebastian ""Sushi"" Biesler who left the band in early 2020. The rest of the band includes vocalist and keyboardist Kevin Ratajczak, the guitarists Daniel Haniß and Pascal Schillo, bassist Daniel Klossek and drummer David Friedrich. <a href=""https://www.last.fm/music/Electric+Callboy"">Read more on Last.fm</a>",upcoming_tour,2025-11-14,set(),Counter()
atreyu,spotify:artist:3LkSiHbjqOHCKCqBfEZOTv,"['metalcore', 'screamo']",15,187,2024-10-25,2002-06-04,60,1018406,0,https://open.spotify.com/artist/3LkSiHbjqOHCKCqBfEZOTv,https://i.scdn.co/image/ab6761610000517426886e00c56279420a8ceaa7,1230847,44536039,0,"['metalcore', 'hardcore', 'metal', 'screamo', 'rock']","Atreyu is a melodic metalcore band from Orange County, California, United States that formed in 1998 and went on hiatus in 2011 and reformed in 2014. The band currently consists of clean vocalist Brandon Saller, guitarists Dan Jacobs and Travis Miguel, bassist and unclean vocalist Marc ""Porter"" McKnight, and drummer Kyle Rosa. 

History

Early Years

Atreyu formed in sunny, bright Orange County, California back in 1998. Originally under the name Retribution, but found out that another band from Hemet, California already used that name. <a href=""https://www.last.fm/music/Atreyu"">Read more on Last.fm</a>",on_tour,2025-07-14,set(),Counter()
sick puppies,spotify:artist:7qAcXJgt1PWnxwUgxMdyuk,[],8,93,2025-03-28,2001-09-03,57,964606,0,https://open.spotify.com/artist/7qAcXJgt1PWnxwUgxMdyuk,https://i.scdn.co/image/ab676161000051748bcbb742f0cdf653e22c897b,971715,18280668,0,"['alternative rock', 'rock', 'alternative', 'hard rock', 'australian']","Sick Puppies is an Australian rock band formed in Sydney in 1997. After releasing their debut album Welcome to the Real World in 2001, the band rose to prominence in 2006 when their song ""All the Same"" was uploaded, along with a video, to YouTube. The video supported the Free Hugs Campaign, which was launched in Sydney by Juan Mann, and has since received over 78 million views on the website. This success was followed up with their second studio album, Dressed Up as Life, in 2007, which entered the Billboard 200 at number 181. <a href=""https://www.last.fm/music/Sick+Puppies"">Read more on Last.fm</a>",not_touring,,set(),Counter()
annisokay,spotify:artist:7lAi1Cv19DsukgGjbZQxFg,"['metalcore', 'post-hardcore', 'metal']",7,98,2022-02-04,2014-05-30,54,168912,0,https://open.spotify.com/artist/7lAi1Cv19DsukgGjbZQxFg,https://i.scdn.co/image/ab67616100005174b4d845bbfb42f16a61c01ab1,138166,5559652,19,"['post-hardcore', 'metalcore', 'seen live', 'german', 'emo']","Annisokay (stylized as annisokay, pronounced Ann is okay) is a German post-hardcore band from Halle, Saxony-Anhalt.

Up to date Annisokay released two demo-CDs, two EP and five studio albums: The Lucid Dream[er] was originally self-released in 2012 (2013 via Radtone Records in Japan) and was re-released in 2014 when the band signed a label deal with SPV GmbH. The follow-up record Enigmatic Smile was released in March 2015 and peaked at no. 68 in the German albums charts. <a href=""https://www.last.fm/music/Annisokay"">Read more on Last.fm</a>",upcoming_tour,2025-10-16,set(),Counter()
knocked loose,spotify:artist:4qrHkx5cgWIslciLXUMrYw,"['hardcore', 'metalcore', 'deathcore', 'hardcore punk', 'mathcore']",3,33,2024-05-10,2016-09-16,63,605478,0,https://open.spotify.com/artist/4qrHkx5cgWIslciLXUMrYw,https://i.scdn.co/image/ab676161000051741c80f002a9c5aada3c8633a9,381181,27974880,127,"['hardcore', 'metalcore', 'beatdown hardcore', 'seen live', 'metallic hardcore']","Knocked Loose is an American metalcore band from Oldham County, Kentucky, formed in 2013 and currently signed to Pure Noise Records. The band as of 2020 is Bryan Garris (lead vocals), Nicko Calderon (rhythm guitar), Isaac Hale (lead guitar & backing vocals), Kevin Otten (bass), and Kevin Kaine (drums).  Former members include Cole Crutchfield (2015–2020)  (rhythm guitar & backing vocals).

The band released their first studio album, Laugh Tracks <a href=""https://www.last.fm/music/Knocked+Loose"">Read more on Last.fm</a>",upcoming_tour,2025-09-20,set(),Counter()
testament,spotify:artist:28hJdGN1Awf7u3ifk2lVkg,"['thrash metal', 'metal', 'speed metal', 'groove metal', 'heavy metal']",19,213,2024-07-12,1987-04-21,58,1196828,0,https://open.spotify.com/artist/28hJdGN1Awf7u3ifk2lVkg,https://i.scdn.co/image/ab67616100005174450264e732bd079570260538,988207,30527432,0,"['thrash metal', 'metal', 'heavy metal', 'seen live', 'death metal']","Testament are an American thrash metal band from Berkeley, California. Formed in 1983 under the name Legacy, the band's current lineup comprises rhythm guitarist Eric Peterson, lead vocalist Chuck Billy, lead guitarist Alex Skolnick, bassist Steve Di Giorgio and drummer Dave Lombardo. Testament has experienced many lineup changes over the years, with Peterson being the only remaining original member, though they have since been rejoined by one of its songwriters Skolnick, who had been out of the band from 1992 to 2005. <a href=""https://www.last.fm/music/Testament"">Read more on Last.fm</a>",on_tour,2025-08-11,set(),Counter()
sanguisugabogg,spotify:artist:0n98EIfTSiyxUZHUojHykN,"['death metal', 'grindcore', 'deathcore']",2,23,2023-02-03,2021-03-26,47,120758,0,https://open.spotify.com/artist/0n98EIfTSiyxUZHUojHykN,https://i.scdn.co/image/ab676161000051746094b3bc19987780ec79df12,87347,2424806,0,"['death metal', 'Brutal Death Metal', 'metal', 'seen live', 'USA']","Sanguisugabogg is a death metal band from Columbus, Ohio that formed in the year 2019.  The band currently consists of Devin Swank (vocals), Ced Davis (bass, guitars), Drew Arnold (bass) and  Cody Davidson (drums).  Past members include Steph Barnes (bass) and Cameron Boggs (guitars).  They have an old school death metal sound.  Their lyrical themes include gore, drugs, perversion and anti-authority.  They were first signed to Maggot Stomp in 2019, but they are currently signed to  Century Media Records. <a href=""https://www.last.fm/music/Sanguisugabogg"">Read more on Last.fm</a>",on_tour,2025-07-29,set(),Counter()
attack attack!,spotify:artist:1FcRUsTmnEQfVCH5OIKSpb,"['metalcore', 'post-hardcore', 'screamo']",5,62,2021-10-29,2008-11-11,53,276721,0,https://open.spotify.com/artist/1FcRUsTmnEQfVCH5OIKSpb,https://i.scdn.co/image/ab67616100005174be16d551b230acf2a4ae8586,414522,16860940,0,"['post-hardcore', 'electronic', 'trancecore', 'crabcore', 'screamo']","Attack Attack! are an American electronicore band from Westerville, Ohio, formed in 2005. Attack Attack!'s first release, an independent EP titled If Guns Are Outlawed, Can We Use Swords?, was released in 2008, which led to the signing of the band to Rise Records the same year. They then released their two full-length albums, Someday Came Suddenly and a self-titled album (Attack Attack!) both through Rise. A third album entitled This Means War was released on January 17, 2012, also through Rise. <a href=""https://www.last.fm/music/Attack+Attack%21"">Read more on Last.fm</a>",upcoming_tour,2025-08-16,set(),Counter()
neck deep,spotify:artist:2TM0qnbJH4QPhGMCdPt7fH,"['pop punk', 'punk', 'emo']",7,74,2024-01-19,2012-09-11,68,1743842,0,https://open.spotify.com/artist/2TM0qnbJH4QPhGMCdPt7fH,https://i.scdn.co/image/ab676161000051742a272be2fa6777404247dc2b,498155,32649769,0,"['pop punk', 'punk rock', 'rock', 'alternative rock', 'hardcore']","Neck Deep is a pop punk band formed in April 2012 based in Wrexham, Wales, UK. The band has released two EPs, 'Rain In July' in 2012 and 'A History Of Bad Decisions' in 2013. Their debut album, 'Wishful Thinking' was released through Hopeless Records on January 13th 2014. Their new album called 'Life's Not Out To Get You' will be released in 2015. The first single entitled Can't Kick Up The Roots' will be released May 12th 2015

Members:

Ben Barlow - Vocals <a href=""https://www.last.fm/music/Neck+Deep"">Read more on Last.fm</a>",upcoming_tour,2025-10-01,set(),Counter()
we the kings,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,['pop punk'],10,118,2018-11-16,2007-10-07,62,1309850,0,https://open.spotify.com/artist/3ao3jf5d70Tf4fPh2bnXVl,https://i.scdn.co/image/ab676161000051745769c8fcb7cb9e65c7eb6b72,1156416,18817190,0,"['pop punk', 'powerpop', 'alternative', 'pop rock', 'seen live']","We the Kings are an American rock band from Bradenton, Florida, currently signed to record label S-Curve Records. The band has released six studio albums (the latest being 2018's ""Six"") and completed a variety of tours. We the Kings also sports their own miniature series of webisodes, called 'The King's Carriage,"" detailing life on their tour bus. Furthermore, on MTV, We The Kings appeared on the show Silent Library.

The band members (Travis Clark - Lead Vocals/Rhythm Guitar/Piano <a href=""https://www.last.fm/music/We+the+Kings"">Read more on Last.fm</a>",on_tour,2025-07-14,set(),Counter()
periphery,spotify:artist:6d24kC5fxHFOSEAmjQPPhc,"['djent', 'progressive metal', 'metalcore', 'metal']",10,98,2023-03-10,2010-04-20,54,531222,0,https://open.spotify.com/artist/6d24kC5fxHFOSEAmjQPPhc,https://i.scdn.co/image/ab67616100005174ae2304891734b9d9fafe1c8d,304435,27834146,0,"['Progressive metal', 'DJENT', 'math metal', 'mathcore', 'Technical Metal']","Periphery is an American progressive metal band from Bethesda, Maryland, formed in 2005.

History
Formation and Lineup Changes (2005 - 2009)
Periphery was formed by guitarist Misha Mansoor in 2005. He slowly gained a reputation on the Internet, primarily via a regularly-updated Soundclick account, Meshuggah and John Petrucci forums, and the sevenstring.org message boards. Before and during Periphery's tenure in the metal scene, Mansoor developed a reputation for doing his own audio production <a href=""https://www.last.fm/music/Periphery"">Read more on Last.fm</a>",upcoming_tour,2025-08-15,set(),Counter()
pale waves,spotify:artist:0wOej91SVqB1zcYkW6xUtA,[],4,50,2024-09-27,2018-09-14,51,367445,0,https://open.spotify.com/artist/0wOej91SVqB1zcYkW6xUtA,https://i.scdn.co/image/ab676161000051749321b71883529d9d6b76cb2e,323712,10200612,0,"['seen live', 'indie pop', 'pop', 'indie', 'synthpop']","Pale Waves is an indie pop band from Manchester, England, United Kingdom. The band consists of Heather Baron-Gracie (vocals, guitar), Hugo Silvani (guitar), Charlie Wood (bass) and Ciara Doran (drums). 

Heather and Ciara met at BIMM Institute and formed the band Creek in 2013 with guitarist Ben Bateman and bassist Ryan Marsden. Their song “Lust” gained local popularity and received radio airplay, leading to a number of local gigs. In 2014, band changed its name to Pale Waves and Hugo and Charlie joined soon after, in 2015. <a href=""https://www.last.fm/music/Pale+Waves"">Read more on Last.fm</a>",upcoming_tour,2025-10-11,set(),Counter()
point north,spotify:artist:5Vp7LqcfAtx2U1RfIX8i7r,['pop punk'],3,32,2023-08-18,2018-07-06,58,183549,0,https://open.spotify.com/artist/5Vp7LqcfAtx2U1RfIX8i7r,https://i.scdn.co/image/ab67616100005174102db50c4ac4904a389dd56d,197057,5286168,0,"['pop punk', 'alternative rock', 'post-hardcore', 'emo', 'pop rock']","Point North are an American band based in Los Angeles, California consisting of Jon Lundin (vocals), Andy Hershey (guitar) and Sage Weeber (drums).  The band is signed to Hopeless records and released their debut album Brand New Vision in August of 2020, featuring popular song Into The Dark. To date, the band have only headlined once on a sold North American tour in April 2022. 

Point North dropped their sophomore record Prepare For Despair in August of 2023. <a href=""https://www.last.fm/music/Point+North"">Read more on Last.fm</a>",upcoming_tour,2025-09-24,set(),Counter()
liliac,spotify:artist:59JYc4smLqWbRz93IzN5lw,[],4,46,2025-01-10,2020-10-30,36,87442,0,https://open.spotify.com/artist/59JYc4smLqWbRz93IzN5lw,https://i.scdn.co/image/ab67616100005174a3cdb44b7f753798838c1d28,11778,146352,0,"['hard rock', 'USA', 'rock-hard', 'rutracker', 'upcoming album 2023']","Liliac, which in Romanian means bat (vampire bat) was the name of choice for the young family Rock Band from Downey, CA USA. An all siblings 5-piece family band, ages 20-12,  have been together as a band for 5 years starting out street performing on the Santa Monica pier and is now touring nationwide on major stages! The father, a music producer seeing the talent in all his 5 kids, started the band. Their music videos are going viral on Youtube and all social platforms, having millions of views. <a href=""https://www.last.fm/music/Liliac"">Read more on Last.fm</a>",upcoming_tour,2025-09-10,set(),Counter()
breaking benjamin,spotify:artist:5BtHciL0e0zOP7prIHn3pP,"['alternative metal', 'post-grunge', 'rock', 'hard rock']",8,121,2020-01-24,2002-01-01,75,5043326,0,https://open.spotify.com/artist/5BtHciL0e0zOP7prIHn3pP,https://i.scdn.co/image/ab67616100005174ff528d242b11fdc4261d05da,2598100,108151203,0,"['alternative rock', 'rock', 'hard rock', 'alternative', 'metal']","Breaking Benjamin is an alternative metal band Formed in Wilkes-Barre, Pennsylvania, USA in 1998 by vocalist Benjamin Burnley and drummer Jeremy Hummel, Breaking Benjamin quickly garnered a strong local following. 

1st Studio Album (2002) - Saturate
The band signed to Hollywood Records in 2001 after the success of an independently-released, self-titled EP, which sold all 2,000 copies that were manufactured. Hollywood Records released their full-length, major-label debut, Saturate, on August 27, 2002. <a href=""https://www.last.fm/music/Breaking+Benjamin"">Read more on Last.fm</a>",on_tour,2025-07-26,set(),Counter()
cane hill,spotify:artist:0DZKzOGHDqGaf1N2pmsBRZ,"['metalcore', 'nu metal']",5,49,2024-11-01,2015-10-23,47,98843,0,https://open.spotify.com/artist/0DZKzOGHDqGaf1N2pmsBRZ,https://i.scdn.co/image/ab676161000051745d135fd1fc0c6d364be555fc,102132,2986059,0,"['Nu Metal', 'metalcore', 'alternative metal', 'nu metalcore', 'industrial metal']","Cane Hill is an American heavy metal band formed in New Orleans, Louisiana in 2011. The band consists of vocalist Elijah Witt, guitarist James Barnett, bassist Ryan Henriquez, and drummer Devin Clark.

In 2015, the band signed to Rise Records, releasing their debut self-titled EP, Cane Hill. In 2016, the band released their debut full-length studio album, Smile. On January 19, 2018, their sophomore album Too Far Gone, was released, again via Rise Records. <a href=""https://www.last.fm/music/Cane+Hill"">Read more on Last.fm</a>",upcoming_tour,2025-11-18,set(),Counter()
currents,spotify:artist:5pqvAI85RMxL9K0xHvSwGu,"['metalcore', 'djent', 'deathcore', 'metal']",7,76,2023-05-05,2015-02-01,62,305133,0,https://open.spotify.com/artist/5pqvAI85RMxL9K0xHvSwGu,https://i.scdn.co/image/ab67616100005174e802e9f9a66d1c2b90992780,230212,14433579,0,"['metalcore', 'Progressive Metalcore', 'deathcore', 'DJENT', 'hardcore']","1. Currents are an American metalcore band formed in Newtown, Connecticut in 2011 by former drummer Jeff Brown. After numerous line-up changes, they consist of singer Brian Wille, guitarists Ryan Castaldi and Chris Wiseman, bassist and backing vocalist Christian Pulgarin, and drummer Matt Young. Since 2018, no original members remain with the band. 

The band formed as We Came As Plague in 2009. They reformed as Currents and added Patrizio Arpaia on vocals to bring the band full circle.  <a href=""https://www.last.fm/music/Currents"">Read more on Last.fm</a>",on_tour,2025-08-06,set(),Counter()
