name,uri,genres,albums,tracks,last_album_date,first_album_date,popularity,followers,playlist_count,spotify_url,image_320,lastfm_listeners,lastfm_playcount,personal_playcount,lastfm_tags,summary,tour_status,tour_date,tour_coperformers,festival_coperformers
gloryhammer,spotify:artist:7dkEByOe0oHqc54qU4hwzV,"['power metal', 'symphonic metal', 'folk metal', 'metal']",6,81,2023-06-02,2013-08-01,55,275632,0,https://open.spotify.com/artist/7dkEByOe0oHqc54qU4hwzV,https://i.scdn.co/image/ab6761610000517471123720bbac57cae2ff4717,136932,6384130,0,"['Power metal', 'symphonic metal', 'symphonic power metal', 'Scottish', 'seen live']","Gloryhammer is a British power metal band founded by keyboardist Christopher Bowes, the lead vocalist of the band Alestorm. Each member of the band represents a character in the story concept. Band members appear on stage in armor and costumes to represent their respective characters. They released their debut album, ""Tales from the Kingdom of Fife,"" through Napalm Records on 29 March 2013. Prior to the album's release, the single ""Angus McFife"" was released through Napalm's YouTube channel on 7 March 2013. <a href=""https://www.last.fm/music/Gloryhammer"">Read more on Last.fm</a>",upcoming_tour,2025-09-12,set(),Counter()
accept,spotify:artist:3JDIAtVrJdQ7GFOX26LYpv,"['heavy metal', 'speed metal', 'metal', 'hard rock', 'thrash metal']",22,260,2024-04-26,1981,58,1026286,0,https://open.spotify.com/artist/3JDIAtVrJdQ7GFOX26LYpv,https://i.scdn.co/image/ab67616100005174726d55d855cae9b4bdfd9514,668710,19935427,0,"['heavy metal', 'hard rock', 'metal', 'german', 'Power metal']","Accept is a German heavy metal band from the town of Solingen (NRW), formed in 1976 by guitarist Wolf Hoffmann and former members Udo Dirkschneider (vocals) and Peter Baltes (bass). Their beginnings can be traced back to the late 1960s, when the band got its start under the name Band X. Accept's lineup has changed over the years, which has included different singers, guitarists, bassists and drummers.

Their current lineup consists of Hoffmann, vocalist Mark Tornillo <a href=""https://www.last.fm/music/Accept"">Read more on Last.fm</a>",upcoming_tour,2025-11-07,set(),Counter()
gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,"['groove metal', 'metal', 'progressive metal', 'death metal', 'djent']",10,124,2021-04-30,2001-03-19,67,1714014,0,https://open.spotify.com/artist/0GDGKpJFhVpcjIGF8N6Ewt,https://i.scdn.co/image/ab6761610000517496c4949ee078fbef5d5adb68,893532,71285627,5,"['death metal', 'Progressive metal', 'progressive death metal', 'seen live', 'metal']","There are multiple artists called Gojira;

1) Gojira is a metal band from Bayonne, France. Their lyrics focus on life, ecology, and spiritual themes. They were formed in 1996 by brothers Joe Duplantier (vocals and lead guitar) and Mario Duplantier (drums), Christian Andreu (guitar) and Alexandre Cornillon (bass guitar). Cornillon left the band in 2001 and Jean-Michel Labadie became their bass player. Genres that they have been associated with over their career include death metal, progressive metal, thrash metal and groove metal. <a href=""https://www.last.fm/music/Gojira"">Read more on Last.fm</a>",upcoming_tour,2025-09-17,set(),Counter()
attack attack,spotify:artist:1FcRUsTmnEQfVCH5OIKSpb,"['metalcore', 'post-hardcore', 'screamo']",5,62,2021-10-29,2008-11-11,53,276323,0,https://open.spotify.com/artist/1FcRUsTmnEQfVCH5OIKSpb,https://i.scdn.co/image/ab67616100005174be16d551b230acf2a4ae8586,4683,30737,0,"['metalcore', 'electronic', 'crabcore', 'seen live', 'british']","(NOTE: This is the page for the Australian DJ group, but the name is very similar to two other groups. For the Welsh pop rock band, the correct tag is Attack! Attack!.  For the Columbus, OH United States metalcore band, the correct tag is Attack Attack!)

Attack Attack (or AttackAttack) is an Australian group formed in 2008 that features DJ Goodwill as producer and Kristy Peters as a vocalist. They currently have one single, Set The Sun. <a href=""https://www.last.fm/music/+noredirect/Attack+Attack"">Read more on Last.fm</a>",on_tour,2025-07-10,set(),Counter()
slaughter to prevail,spotify:artist:24Oiw7BlvO1BETecDLJt6m,"['deathcore', 'metal', 'death metal', 'metalcore']",4,42,2023-06-30,2016-05-06,65,943394,0,https://open.spotify.com/artist/24Oiw7BlvO1BETecDLJt6m,https://i.scdn.co/image/ab67616100005174a11684a1f0d1ceacaee7d109,217873,8394052,0,"['deathcore', 'russian', 'death metal', 'brutal deathcore', 'metal']","𝗦𝗹𝗮𝘂𝗴𝗵𝘁𝗲𝗿 𝘁𝗼 𝗣𝗿𝗲𝘃𝗮𝗶𝗹 are a Russian Deathcore band. Originally formed in 2014 in Yekaterinburg, and now based in Orlando, Florida.
The group debuted with an EP titled Chapters of Misery in 2015 and followed up two years later with a full-length album, Misery Sermon. Their second album, Kostolom, released in 2021. The band is currently signed to Sumerian Records.

Discography:
Chapters of Misery- EPs (2015) Misery Sermon - (2017)Kostolom - (2021)Live In Moscow - (2023) <a href=""https://www.last.fm/music/Slaughter+To+Prevail"">Read more on Last.fm</a>",on_tour,2025-07-20,set(),Counter()
set it off,spotify:artist:06bDwgCHeMAwhgI8il4Y5k,[],9,127,2022-03-11,2012-01-10,67,1101893,0,https://open.spotify.com/artist/06bDwgCHeMAwhgI8il4Y5k,https://i.scdn.co/image/ab67616100005174f4aaf6625336859f8c1f8665,660377,29081300,0,"['pop punk', 'powerpop', 'seen live', 'rock', 'alternative']","Set It Off is an American rock/pop punk band, formed in 2008 in Tampa, Florida. The band consists of Cody Carson (lead vocals, guitar), Zach Dewall (guitar, bass, vocals) and Maxx Danziger (drums), initially gaining a large audience through vocalist Cody Carson's YouTube Channel. In later years, the band gained more traction from their popular song titled 'Wolf in Sheep's Clothing' from Duality, as it gained significant popularity on various social media platforms, featuring in many fandoms including Undertale and Gachaverse. <a href=""https://www.last.fm/music/Set+It+Off"">Read more on Last.fm</a>",not_touring,,set(),Counter()
exodus,spotify:artist:76S65NHJHrNy4JTrXHP2BH,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",15,168,2024-05-31,1985,52,836251,0,https://open.spotify.com/artist/76S65NHJHrNy4JTrXHP2BH,https://i.scdn.co/image/ab67616100005174a04e10b6b81e0eb033ed033c,520241,18180895,0,"['thrash metal', 'metal', 'speed metal', 'seen live', 'heavy metal']","There is more than one artist with the name Exodus:

1) Exodus is an American thrash metal band formed in 1979 in Richmond, California. The current lineup includes guitarists Gary Holt and Lee Altus, bassist Jack Gibson, drummer Tom Hunting, and lead vocalist Steve ""Zetro"" Souza. Tom Hunting is the only founding member still in the band, though he has left and rejoined twice. Guitarist Kirk Hammett was an early member before joining Metallica in 1983. <a href=""https://www.last.fm/music/Exodus"">Read more on Last.fm</a>",not_touring,,set(),Counter()
power trip,spotify:artist:3TmaQHOfq1olDKHtE38zYT,"['thrash metal', 'groove metal', 'speed metal', 'metal', 'hardcore']",4,38,2023-06-23,2013-06-11,46,202563,0,https://open.spotify.com/artist/3TmaQHOfq1olDKHtE38zYT,https://i.scdn.co/image/ab67616100005174f4cdcf0affdd2438366226ac,157390,4771519,0,"['thrash metal', 'crossover', 'hardcore', 'crossover thrash', 'seen live']","There is more than one artist with this name:

1) Formed in early 2008, POWER TRIP is a thrash metal band from Dallas, Texas in the vein of late 80's thrash metal. For fans of Exodus, Vio-Lence, later Cro-Mags, and Prong. Lockin' Out Records. http://www.facebook.com/powertriptx.  Their debut record Manifest Decimation was released on June 11, 2013 via Southern Lord Records. It was recorded in Hell by Satan himself, along with their sophomore album, Nightmare Logic, which was released February 24, 2017. <a href=""https://www.last.fm/music/Power+Trip"">Read more on Last.fm</a>",on_tour,2025-07-27,set(),Counter()
sanguisugabogg,spotify:artist:0n98EIfTSiyxUZHUojHykN,"['death metal', 'grindcore', 'deathcore']",2,23,2023-02-03,2021-03-26,46,120401,0,https://open.spotify.com/artist/0n98EIfTSiyxUZHUojHykN,https://i.scdn.co/image/ab676161000051746094b3bc19987780ec79df12,86952,2415312,0,"['death metal', 'Brutal Death Metal', 'metal', 'seen live', 'USA']","Sanguisugabogg is a death metal band from Columbus, Ohio that formed in the year 2019.  The band currently consists of Devin Swank (vocals), Ced Davis (bass, guitars), Drew Arnold (bass) and  Cody Davidson (drums).  Past members include Steph Barnes (bass) and Cameron Boggs (guitars).  They have an old school death metal sound.  Their lyrical themes include gore, drugs, perversion and anti-authority.  They were first signed to Maggot Stomp in 2019, but they are currently signed to  Century Media Records. <a href=""https://www.last.fm/music/Sanguisugabogg"">Read more on Last.fm</a>",on_tour,2025-07-22,set(),Counter()
snuffed on sight,spotify:artist:7o56ORTn1ftm2wC0l3INdg,"['death metal', 'grindcore', 'deathcore']",1,8,2023-07-07,2023-07-07,44,57846,0,https://open.spotify.com/artist/7o56ORTn1ftm2wC0l3INdg,https://i.scdn.co/image/ab67616100005174db500d8a498f41960ea445d5,50045,1222530,0,"['deathcore', 'Slamming Brutal Death Metal', 'slamming deathcore', 'Brutal Death Metal', 'death metal']","Snuffed on Sight is a slam death metal band signed to Barbaric Brutality. They have been making music since 2020 in San Francisco, California.

Current Lineup:

Seven Kane - Vocals
Kendric DiStefano - Drums
Walid Gad - Guitars
Spencer Metala - Bass <a href=""https://www.last.fm/music/Snuffed+on+Sight"">Read more on Last.fm</a>",on_tour,2025-07-19,set(),Counter()
spineshank,spotify:artist:6fmbbxNvgHkglIakp1Wrv4,"['nu metal', 'industrial metal', 'rap metal', 'alternative metal']",5,65,2012-06-19,1998,46,218694,0,https://open.spotify.com/artist/6fmbbxNvgHkglIakp1Wrv4,https://i.scdn.co/image/818e53413e09e9ff722ddc185ceacb8d02721fd9,483495,8477550,0,"['Nu Metal', 'industrial metal', 'metal', 'industrial', 'Nu-metal']","Spineshank was an Los Angeles, CA, USA Grammy-nominated alternative metal band.

Began in February of 1996, rising from the ashes of a previous band, Basic Enigma (which included future Spineshank members Jonny Santos on vocals, Mike Sarkisyan on guitars, and Tom Decker on drums). Basic Enigma broke up but soon reformed with a different sound and moniker, and a new bassist (Robert Garcia).

The band soon befriended Fear Factory guitarist Dino Cazares, who upon hearing their demo, offered the new band to open a show for F. <a href=""https://www.last.fm/music/Spineshank"">Read more on Last.fm</a>",on_tour,2025-07-11,set(),Counter()
nails,spotify:artist:69a2GzMCkrrTrN9iVmP8Ys,"['grindcore', 'mathcore', 'hardcore', 'hardcore punk', 'sludge metal', 'death metal']",4,45,2024-08-30,2010-09-28,43,132781,0,https://open.spotify.com/artist/69a2GzMCkrrTrN9iVmP8Ys,https://i.scdn.co/image/ab6761610000517443d3fe3ad13fb46ab91f4a79,214868,9839782,0,"['grindcore', 'hardcore', 'powerviolence', 'Crust', 'hardcore punk']","There are three bands that use the name Nails.

1. Nails is a grindcore band from USA, that started as a 3-piece until the inclusion of Andrew Saba (formerly of Bad Seed and Harm's Way). Formed by Todd Jones, who had previously played in Carry On, Terror, and still an active member of both Internal Affairs and Snake Eyes. Musically they cover styles like grindcore, death metal, metalcore and sludge. They released ""Obscene Humanity"" in the summer of 2009 on Six Feet Under Records. <a href=""https://www.last.fm/music/Nails"">Read more on Last.fm</a>",on_tour,2025-07-11,set(),Counter()
speed,spotify:artist:4wf6GGNBqaU79839E6yjfn,"['hardcore', 'hardcore punk']",1,10,2024-07-12,2024-07-12,48,90344,0,https://open.spotify.com/artist/4wf6GGNBqaU79839E6yjfn,https://i.scdn.co/image/ab67616100005174b895fbb867ba92c1a653a4a9,151837,3373541,0,"['j-pop', 'japanese', 'hardcore', 'JPop', 'female vocalists']","There is more than one artist with this name:

1) SPEED  is an Australian hardcore band

2) SPEED is a female Japanese Pop group consisting of four members: hiro (Hiroko Shimabukuro),  今井絵理子 (Eriko Imai, also known as elly), 上原多香子 (Takako Uehara), and 仁絵 (Hitoe Arakaki.)  SPEED's two primary vocalists are hiro and 今井絵理子.

Since their debut in 1996 with the single ""Body & Soul"", they have won multiple Japan Gold Disk Awards such as New Artist of the Year, Pop Album of the Year, and Song of the Year. <a href=""https://www.last.fm/music/Speed"">Read more on Last.fm</a>",on_tour,2025-07-11,set(),Counter()
suicide silence,spotify:artist:6HZr7Fs2VfV1PYHIwo8Ylc,"['deathcore', 'metalcore', 'death metal', 'metal', 'screamo']",10,143,2023-03-10,2008-07-13,55,904910,0,https://open.spotify.com/artist/6HZr7Fs2VfV1PYHIwo8Ylc,https://i.scdn.co/image/ab676161000051743d199e5cdd7d8e1f57c99a74,609297,26643544,0,"['deathcore', 'death metal', 'grindcore', 'metalcore', 'hardcore']","Suicide Silence is an American deathcore band from Riverside, California. The band was established in 2002, and has released six studio albums, three EPs, and nineteen music videos. They were awarded the Revolver Golden God award for ""Best New Talent"" in 2009. The group currently consists of guitarists Chris Garza and Mark Heylmun, bassist Dan Kenny, vocalist Hernan ""Eddie"" Hermida and drummer Ernie Iniguez.

History
Formation, demos and self-titled debut EP (2002–2006) <a href=""https://www.last.fm/music/Suicide+Silence"">Read more on Last.fm</a>",upcoming_tour,2026-01-16,set(),Counter()
liliac,spotify:artist:59JYc4smLqWbRz93IzN5lw,[],4,46,2025-01-10,2020-10-30,36,87384,0,https://open.spotify.com/artist/59JYc4smLqWbRz93IzN5lw,https://i.scdn.co/image/ab67616100005174a3cdb44b7f753798838c1d28,11752,146137,0,"['hard rock', 'USA', 'rock-hard', 'rutracker', 'upcoming album 2023']","Liliac, which in Romanian means bat (vampire bat) was the name of choice for the young family Rock Band from Downey, CA USA. An all siblings 5-piece family band, ages 20-12,  have been together as a band for 5 years starting out street performing on the Santa Monica pier and is now touring nationwide on major stages! The father, a music producer seeing the talent in all his 5 kids, started the band. Their music videos are going viral on Youtube and all social platforms, having millions of views. <a href=""https://www.last.fm/music/Liliac"">Read more on Last.fm</a>",on_tour,2025-07-26,set(),Counter()
jack cassidy,spotify:artist:4mkHQk6HAQc82NESFcw4bs,"['christian', 'christian pop']",0,0,,,33,6147,0,https://open.spotify.com/artist/4mkHQk6HAQc82NESFcw4bs,https://i.scdn.co/image/ab676161000051748bfacd192c81fa27acb05a05,,,,,,,,,
amie blu,spotify:artist:3WWvqxymB3Nypxej8XcQKC,[],1,9,2024-07-19,2024-07-19,43,32205,0,https://open.spotify.com/artist/3WWvqxymB3Nypxej8XcQKC,https://i.scdn.co/image/ab67616100005174538e8370354820f05ec92a7d,74924,576807,0,"['soul', 'rnb', 'pop', 'british']"," <a href=""https://www.last.fm/music/Amie+Blu"">Read more on Last.fm</a>",not_touring,,set(),Counter()
left to suffer,spotify:artist:36d1uVy1ZuZWqfnsPxCUOk,"['deathcore', 'metalcore']",5,38,2024-08-16,2020-07-03,49,112532,0,https://open.spotify.com/artist/36d1uVy1ZuZWqfnsPxCUOk,https://i.scdn.co/image/ab6761610000517477a72d324cad5fa7dcbdf94b,85412,1457783,0,"['deathcore', 'metalcore', 'Nu Metal', 'nu metalcore', 'metal']","Left to Suffer is a deathcore band hailing from Atlanta, United States. The band was formed in 2019 and is currently signed to BVTV Music. The band consists of Taylor Barber on vocals, Peter Higgs and Jacob Gordon on guitars, Christian Nowatzki on bass, and Levi Dunn on drums.

The band is drawing inspiration from contemporaries such as Lorna Shore, Traitors, and Bodysnatcher. Left to Suffer combines influences from various corners of the deathcore genre, resulting in a distinct and unique sound called ""Nu Deathcore"". <a href=""https://www.last.fm/music/Left+to+Suffer"">Read more on Last.fm</a>",not_touring,,set(),Counter()
in this moment,spotify:artist:6tbLPxj1uQ6vsRQZI2YFCT,['metal'],10,130,2023-10-27,2010-07-17,64,1414733,0,https://open.spotify.com/artist/6tbLPxj1uQ6vsRQZI2YFCT,https://i.scdn.co/image/ab67616100005174285ee23e367e081e90606ea1,575618,25166925,0,"['metalcore', 'melodic metalcore', 'Female fronted metal', 'female vocalists', 'metal']","In This Moment is a metalcore band, formed in North Hollywood, Los Angeles, California, United States in 2005. Their first album, entitled Beautiful Tragedy, was released on March 20th, 2007 on Century Media Records. The band's sound falls on the melodic side of the metalcore spectrum, with vocalist Maria Brink utilizing both screams and a good deal of clean, emotive singing, the latter being even more prominent on the band's second album, The Dream, released in 2008. <a href=""https://www.last.fm/music/In+This+Moment"">Read more on Last.fm</a>",on_tour,2025-07-16,set(),Counter()
slayer,spotify:artist:1IQ2e1buppatiN1bxUVkrk,"['thrash metal', 'metal', 'speed metal', 'heavy metal', 'groove metal', 'death metal']",18,318,2019-11-08,1983-12-03,68,4353072,0,https://open.spotify.com/artist/1IQ2e1buppatiN1bxUVkrk,https://i.scdn.co/image/643c0c72a9e44c2b65f0b9af158f525d55a15988,2133245,117786682,0,"['thrash metal', 'metal', 'seen live', 'speed metal', 'heavy metal']","Slayer are an American thrash metal band from Huntington Park, California. The band was formed in 1981 by guitarists Kerry King and Jeff Hanneman, drummer Dave Lombardo and bassist/vocalist Tom Araya. Slayer's fast and aggressive musical style made them one of the ""big four"" bands of thrash metal, alongside Metallica, Megadeth, and Anthrax. Slayer's final lineup comprised Araya, King, drummer Paul Bostaph (who replaced Lombardo in 1992 and again in 2013) and guitarist Gary Holt (who replaced Hanneman in 2011). <a href=""https://www.last.fm/music/Slayer"">Read more on Last.fm</a>",upcoming_tour,2025-09-27,set(),Counter()
songer,spotify:artist:1iW3b73XWPQSknLyH5kDrd,['drum and bass'],5,58,2024-03-29,2019-12-21,62,114740,0,https://open.spotify.com/artist/1iW3b73XWPQSknLyH5kDrd,https://i.scdn.co/image/ab6761610000517444cdf5036db144c65f4da0ee,85291,2285641,0,"['rap', 'Hip-Hop', 'hip hop', 'seen live', 'british']"," <a href=""https://www.last.fm/music/songer"">Read more on Last.fm</a>",not_touring,,set(),Counter()
late night drive home,spotify:artist:1muzcpVFKmKSrT7rVNAwBB,[],1,13,2025-06-27,2025-06-27,58,192612,0,https://open.spotify.com/artist/1muzcpVFKmKSrT7rVNAwBB,https://i.scdn.co/image/ab6761610000517489b3bebec405a7caf41b9985,445677,8804522,0,"['indie', 'Lo-Fi', 'alternative', 'emo', 'shoegaze']","late night drive home is an indie rock band from El Paso, Texas consisting of lead singer Andre Portillo, guitarist Juan ""Ockz"" Vargas, bassist Freddy Baca, and drummer Brian Dolan. Their music captures everything from the complexity of teenage angst to the beauty of youthful joy. With heartfelt lyrics and a gritty sound, late night drive home brings a refreshing presence into the indie rock scene.

The band began in 2019 as a fun project between Ockz and Andre. <a href=""https://www.last.fm/music/late+night+drive+home"">Read more on Last.fm</a>",on_tour,2025-07-16,set(),Counter()
suki waterhouse,spotify:artist:5GGJosGMs08YEmKTZJe1fL,[],3,58,2025-06-13,2022-05-06,73,1234123,0,https://open.spotify.com/artist/5GGJosGMs08YEmKTZJe1fL,https://i.scdn.co/image/ab67616100005174c2bb10016e2e142f397f780c,1420705,41589780,0,"['indie pop', 'electronic', 'female vocalists', 'seen live', 'downtempo']","Alice Suki Waterhouse (born 5 January 1992) is an English actress, singer-songwriter and model. Waterhouse is best known for her role as Karen Sirko in the musical drama miniseries Daisy Jones & the Six. She released her debut album I Can't Let Go and the EP Milk Teeth in 2022.
Check her releases here: https://sukiwaterhouse.bandcamp.com/

Waterhouse was born in Hammersmith, London, and was raised in Chiswick, London, the daughter of Elizabeth, a cancer care nurse, and Norman Waterhouse, a plastic surgeon. <a href=""https://www.last.fm/music/Suki+Waterhouse"">Read more on Last.fm</a>",upcoming_tour,2025-08-25,set(),Counter()
with confidence,spotify:artist:2PWXHVDEtObSmUrNhfPRav,['pop punk'],3,32,2021-08-27,2016-06-17,48,178605,0,https://open.spotify.com/artist/2PWXHVDEtObSmUrNhfPRav,https://i.scdn.co/image/ab6761610000517492b8f06eedfabd8030220b40,224465,6256327,0,"['pop punk', 'australian', 'alternative rock', 'punk', 'pop rock']","With Confidence were an Australian pop punk band from Sydney, formed in 2012. The band consisted of lead vocalist/bassist Jayden Seeley, backing vocalist/guitarist Inigo Del Carmen and drummer Joshua Brozzesi. 

With Confidence have cited influences from bands The Dangerous Summer, Kings Of Leon, Blink-182, The Wonder Years, The Strokes, The Dead Love and La Dispute on their Facebook. Along with Blink-182, All Time Low, Red Hot Chili Peppers, and The Dangerous Summer mentioned in their interview with Beers with the Band on YouTube. <a href=""https://www.last.fm/music/With+Confidence"">Read more on Last.fm</a>",upcoming_tour,2025-09-04,set(),Counter()
hinder,spotify:artist:6BMhCQJYHxxKAeqYS1p5rY,['post-grunge'],7,78,2025-05-23,2005,65,2039638,0,https://open.spotify.com/artist/6BMhCQJYHxxKAeqYS1p5rY,https://i.scdn.co/image/ab67616100005174c7e44fb962c3eda2e2013a00,1263081,19979531,0,"['rock', 'alternative rock', 'post-grunge', 'hard rock', 'alternative']","1) Hinder is a hard rock group inspired by post-grunge music that was formed in Oklahoma City in July 2001 when guitarist Joe Garvey and drummer Cody Hanson discovered Austin Winkler singing for a cover band at a college dorm party. ""I heard him and was blown away,"" said Cody. ""He has the kind of charisma very few people have and that unique voice. You can't really compare him to anybody."" Hinder's perhaps best known for their number one smash ""Lips Of An Angel"". <a href=""https://www.last.fm/music/Hinder"">Read more on Last.fm</a>",on_tour,2025-07-20,set(),Counter()
bring me the horizon,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore']",11,142,2024-05-24,2006-10-30,80,6471955,0,https://open.spotify.com/artist/1Ffb6ejR6Fe5IamqA5oRUF,https://i.scdn.co/image/ab67616100005174e7c9399d0b5d813c20cbec65,2462472,262520253,265,"['deathcore', 'metalcore', 'hardcore', 'screamo', 'metal']","Bring Me the Horizon is a British rock band formed in Sheffield, England, in 2004. The group currently consists of lead vocalist Oli Sykes, drummer Matt Nicholls, guitarist Lee Malia, and bassist Matt Kean. They are signed to RCA Records globally and to Columbia Records in the United States.

The band released its debut album ""Count Your Blessings"" in 2006. The album featured a deathcore style that received mixed reactions and generally unfavorable reviews from critics. <a href=""https://www.last.fm/music/Bring+Me+the+Horizon"">Read more on Last.fm</a>",upcoming_tour,2025-09-23,set(),Counter()
trippie redd,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,['melodic rap'],15,323,2024-11-22,2017-05-14,82,10694081,0,https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax,https://i.scdn.co/image/ab67616100005174f2db81b3312a1f167fc54096,1585274,155398332,3,"['trap', 'Hip-Hop', 'rap', 'cloud rap', 'emo rap']","Michael Lamar White IV (born June 18, 1999), known professionally as Trippie Redd, is an American rapper, singer and songwriter.

White is best known for his songs ""Dark Knight Dummo"" (featuring Travis Scott) and ""Topanga"" with the former peaking at number 72 on the Billboard Hot 100 and the latter peaking at number 52. White has stated he is of Irish, Native American and African American descent. White said in March 2017 that he was worth $7 million and purchased his mother a $300,000 home. <a href=""https://www.last.fm/music/Trippie+Redd"">Read more on Last.fm</a>",not_touring,,set(),Counter()
turnstile,spotify:artist:2qnpHrOzdmOo1S4ox3j17x,"['hardcore punk', 'hardcore']",5,61,2025-06-06,2013-04-02,74,722799,0,https://open.spotify.com/artist/2qnpHrOzdmOo1S4ox3j17x,https://i.scdn.co/image/ab67616100005174a4c3fd0017b42344516dc16c,706478,41341315,7,"['hardcore', 'hardcore punk', 'seen live', 'punk', 'post-hardcore']","Turnstile is a hardcore band from Baltimore, with members hailing from DC and Ohio as well. The band features past drummer of Trapped Under Ice, Brendan Yates, on vocals. Turnstile is heavily influenced by NYHC bands such as Madball and Breakdown, and also incorporate elements of 90s alternative metal and alternative rock, grunge revival, 60s soul and r&b music, and art rock, and has a very distinct, groovy sound. The band is currently signed to Reaper Records and has two EP releases out: Pressure to Succeed (2011) and Step 2 Rhythm (2013). <a href=""https://www.last.fm/music/Turnstile"">Read more on Last.fm</a>",upcoming_tour,2025-09-15,set(),Counter()
marilyn manson,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj,"['industrial metal', 'industrial rock', 'industrial', 'metal', 'nu metal']",16,227,2024-11-22,1994-01-01,74,4839916,0,https://open.spotify.com/artist/2VYQTNDsvvKN9wmU5W7xpj,https://i.scdn.co/image/ab676161000051749420fc7bac8669f61a9f45c3,2878779,161009299,0,"['industrial', 'industrial metal', 'metal', 'rock', 'alternative']","Marilyn Manson is an American rock band formed by namesake lead singer Marilyn Manson (born Brian Hugh Warner on January 5, 1969 in Canton, OH) and guitarist Daisy Berkowitz (born Scott Putesky on April 28th 1968 in Los Angeles, CA,  - died October 22, 2017) in Fort Lauderdale, Florida, in 1989. Originally named Marilyn Manson & the Spooky Kids, they gained a local cult following in South Florida in the early 1990s with their theatrical live performances. <a href=""https://www.last.fm/music/Marilyn+Manson"">Read more on Last.fm</a>",on_tour,2025-07-17,set(),Counter()
stand atlantic,spotify:artist:1W2Fv4YUnjC8hx2qQd6fGh,['pop punk'],5,69,2025-05-16,2018-10-26,56,246833,0,https://open.spotify.com/artist/1W2Fv4YUnjC8hx2qQd6fGh,https://i.scdn.co/image/ab6761610000517442752738f909927572dfa62f,237952,9641248,0,"['pop punk', 'seen live', 'australian', 'rock', 'female vocalists']","Stand Atlantic are an Australian pop punk band from Sydney, formed in 2012. The band consists of vocalist/guitarist Bonnie Fraser, guitarist David Potter, bassist Miki Rich, and drummer Jonno Panichi.

Stand Atlantic gained prominence in the Australian music scene with the release of their demo EPs, Catalyst (2013) and A Place Apart (2015). The band signed with Rude Records in 2017 and released the single ""Coffee at Midnight"", which landed them positive reviews. <a href=""https://www.last.fm/music/Stand+Atlantic"">Read more on Last.fm</a>",upcoming_tour,2025-10-08,set(),Counter()
spy,spotify:artist:7vCI1d19vrokQuRkiAhwMC,"['hardcore punk', 'hardcore', 'egg punk']",2,20,2024-07-09,2023-06-02,36,36787,0,https://open.spotify.com/artist/7vCI1d19vrokQuRkiAhwMC,https://i.scdn.co/image/ab6761610000517435edc5e69226628dfa46b298,69107,1413288,0,"['hardcore', 'punk', 'hardcore punk', 'Drum and bass', 'seen live']","There is more than one artist with this name:

1) A hardcore punk band from San Jose, California. 

2) A Japanese New Wave band formed in 1980, including former City Pop singer 佐藤奈々子 (Nanako Sato). They released one self-titled album before Sato left the band to pursue a career in photography in Paris.

3) Spy was a project by Joshua Ralph that made the album Music to Mauzner By.  He has also released work under the name J. Ralph.

4) Spy was a Swedish punk band from Linköping. One 7"" EP was released in 1980. <a href=""https://www.last.fm/music/Spy"">Read more on Last.fm</a>",on_tour,2025-07-21,set(),Counter()
yngwie malmsteen,spotify:artist:5DpSoH5zCXNRqYai7pmcGG,"['neoclassical', 'power metal', 'heavy metal', 'glam metal']",31,285,2025-04-25,1997,52,466057,0,https://open.spotify.com/artist/5DpSoH5zCXNRqYai7pmcGG,https://i.scdn.co/image/ab67616100005174a25b72feac0cd2089fd7ea16,469838,12192668,0,"['guitar virtuoso', 'heavy metal', 'Power metal', 'metal', 'guitar']","Yngwie Johann Malmsteen (born Lars Johan Yngve Lannerbäck, June 30, 1963) is a virtuoso guitarist / neo-classical metal artist from Sweden who achieved widespread acclaim in the 1980s for his technical proficiency and fusion of classical music elements with heavy rock guitar.

He has released music under Yngwie Malmsteen,  Yngwie J. Malmsteen and under Yngwie J. Malmsteen's Rising Force.

Born into a musical family in Stockholm, Yngwie was the youngest child in the family. <a href=""https://www.last.fm/music/Yngwie+Malmsteen"">Read more on Last.fm</a>",on_tour,2025-07-31,set(),Counter()
from ashes to new,spotify:artist:4HrkLxQHZ5mgCtIVpiH5QX,"['rap rock', 'rap metal']",5,67,2024-06-07,2016-02-26,61,591990,0,https://open.spotify.com/artist/4HrkLxQHZ5mgCtIVpiH5QX,https://i.scdn.co/image/ab67616100005174d8fc4ecf3b1a2f00add9159e,220255,5789137,1,"['rapcore', 'alternative metal', 'electronic', 'Nu-metal', 'Nu Metal']","Alt/nu-metal band from Pennsylvania, formed by and centred around vocalist/guitarist Matt Brandyberry.

The idea behind From Ashes to New, was to do something fresh and meaningful. By taking every kind of music that influences them, FATN is able to create a sound that is not only refreshing but also makes you feel as if you've known it all along. With songs geared toward everyday struggles and uplifting lyrics in the direction of self betterment; From Ashes to New looks to capture the attention of listeners from all walks of music. <a href=""https://www.last.fm/music/From+Ashes+to+New"">Read more on Last.fm</a>",upcoming_tour,2025-09-20,set(),Counter()
