Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1KF6uW84ksAUlTMy08gP1R,"Somebody Told Me","Somebody Told Me","Motionless In White",2020-09-09,199477,68,false,bananaslug-10,2024-09-25T16:33:25Z,"metalcore,metal,screamo","Roadrunner Records",0.486,0.961,10,-3.687,0,0.0776,0.0000101,0.000232,0.121,0.65,138.029,4
spotify:track:3p3t4C8mvtZrFBRs6OE7eY,"</c0de>","Disguise","Motionless In White",2019-06-07,228333,59,false,bananaslug-10,2024-09-27T16:24:38Z,"metalcore,metal,screamo","Roadrunner Records",0.488,0.977,6,-3.27,0,0.0839,0.0000228,0,0.36,0.569,108.035,4
spotify:track:0RjTa79DOaCvav4xusyHAH,"Legacy","Disguise","Motionless In White",2019-06-07,213813,52,false,bananaslug-10,2024-09-27T16:27:52Z,"metalcore,metal,screamo","Roadrunner Records",0.213,0.89,8,-4.417,1,0.193,0.000421,0,0.117,0.353,176.754,3
spotify:track:0vPkRB52RENZMpHybpFKYK,"Brand New Numb","Disguise","Motionless In White",2019-06-07,222461,63,true,bananaslug-10,2024-09-27T16:31:40Z,"metalcore,metal,screamo","Roadrunner Records",0.566,0.886,0,-3.63,1,0.0902,0.000348,0,0.494,0.619,130.066,4
spotify:track:4DQPKxM9mp70Nxz0FH051A,"Undead Ahead 2: The Tale of the Midnight Ride","Disguise","Motionless In White",2019-06-07,273666,49,false,bananaslug-10,2024-09-27T16:36:16Z,"metalcore,metal,screamo","Roadrunner Records",0.272,0.966,9,-4.223,0,0.376,0.000182,0,0.349,0.12,89.86,4
spotify:track:6HxvkE4HL60Uf9bHMhkdKt,"Broadcasting From Beyond the Grave: Death Inc.","Disguise","Motionless In White",2019-06-07,234626,47,true,bananaslug-10,2024-09-27T16:44:48Z,"metalcore,metal,screamo","Roadrunner Records",0.585,0.944,9,-4.346,0,0.162,0.00137,0,0.872,0.505,134.068,4
spotify:track:7FJpjeyDQxmRfZioyFHLLG,"Catharsis","Disguise","Motionless In White",2019-06-07,231866,52,false,bananaslug-10,2024-09-27T16:48:32Z,"metalcore,metal,screamo","Roadrunner Records",0.488,0.906,4,-4.13,1,0.0569,0.00011,0,0.195,0.359,118.005,4
spotify:track:2ClgEn1FZxchrqRZ04JZzj,"Slaughterhouse (feat. Bryan Garris)","Scoring The End Of The World","Motionless In White,Bryan Garris,Knocked Loose",2022-06-10,263947,64,true,bananaslug-10,2024-11-28T08:41:32Z,"metalcore,metal,screamo,hardcore,deathcore,hardcore punk","Roadrunner Records",0.304,0.987,7,-2.578,1,0.193,0.0000613,0.000162,0.371,0.153,149.992,4
spotify:track:1CH4iKlzvNAKMT8l88Qdmr,"ONE LAST TIME","DISPOSE","The Plot In You",2018-02-16,199173,57,false,bananaslug-10,2024-11-01T09:08:55Z,"metalcore","Fearless Records",0.544,0.898,7,-4.614,1,0.0642,0.00021,0.000329,0.108,0.425,120.01,4
spotify:track:1JkRR2HcXnUBCkVa8tFoAl,"Closure","Closure","The Plot In You",2024-01-19,193552,60,false,bananaslug-10,2024-11-06T23:12:05Z,"metalcore","Fearless Records",0.506,0.891,7,-4.856,0,0.351,0.0241,0.00000437,0.264,0.395,100.504,4
spotify:track:6gfUOprNMeD8amncMOSFl0,"Misery","Remade In Misery","Memphis May Fire",2022-06-03,192176,68,false,bananaslug-10,2024-11-06T23:24:01Z,"metalcore,post-hardcore,screamo","Rise Records",0.431,0.899,1,-2.88,1,0.135,0.000546,0.000432,0.346,0.553,85.019,4
spotify:track:31iAZuJu1Obz239eDpMfee,"Make Believe","Make Believe","Memphis May Fire",2022-02-18,229007,17,false,bananaslug-10,2024-11-06T23:30:15Z,"metalcore,post-hardcore,screamo","Rise Records",0.556,0.924,2,-4.048,0,0.0701,0.00225,0.0000698,0.11,0.49,131.014,4
spotify:track:0cyRTLChgQDVxrHqI6uHtC,"Blood & Water","Make Believe","Memphis May Fire",2022-02-18,230673,17,false,bananaslug-10,2024-11-06T23:30:25Z,"metalcore,post-hardcore,screamo","Rise Records",0.461,0.966,1,-2.792,0,0.189,0.000035,0.00000366,0.33,0.459,140.009,4
spotify:track:4mdp26YsqfiqL6Fj9DJmaV,"Chaotic","Chaotic","Memphis May Fire",2024-04-17,171794,51,false,bananaslug-10,2024-11-06T23:36:30Z,"metalcore,post-hardcore,screamo","Rise Records",0.55,0.94,4,-3.772,0,0.166,0.000164,0.00425,0.657,0.564,117.043,4
spotify:track:29ySfQsz4Zu0xmMyQ3oR6J,"The Fight Within","Remade In Misery","Memphis May Fire",2022-06-03,234114,57,false,bananaslug-10,2024-11-06T23:41:12Z,"metalcore,post-hardcore,screamo","Rise Records",0.463,0.937,8,-3.605,0,0.0986,0.0676,0,0.0949,0.348,140.076,4
spotify:track:2lUECytCuzKCCDSsUdIqyC,"Somebody","Make Believe","Memphis May Fire",2022-02-18,200000,13,false,bananaslug-10,2024-11-06T23:43:32Z,"metalcore,post-hardcore,screamo","Rise Records",0.479,0.99,10,-2.801,0,0.102,0.00661,0,0.104,0.637,137.979,4
spotify:track:3pTCy3GDllLC0wHXtMSVZh,"Pretend","Pretend","The Plot In You",2024-09-27,185346,16,true,bananaslug-10,2024-11-07T00:10:08Z,"metalcore","Fearless Records",0.381,0.934,0,-3.16,0,0.143,0.000023,0.000116,0.207,0.518,147.975,4
spotify:track:6PXYOVPBzO3xojFhQAvmde,"Suffocate (feat. Poppy)","You Won't Go Before You're Supposed To","Knocked Loose,Poppy",2024-05-10,164695,68,true,bananaslug-10,2024-11-08T22:30:42Z,"hardcore,metalcore,deathcore,hardcore punk","Pure Noise Records",0.244,0.985,1,-2.781,0,0.38,0.0000346,0.0139,0.51,0.124,169.561,4
spotify:track:55H5OIdnR0H5MTsWfTP63E,"Calcutta","Two","Sleep Token",2017-07-21,413666,64,false,bananaslug-10,2024-11-11T09:10:32Z,"progressive metal,metalcore","Sleep Token",0.509,0.512,1,-7.117,1,0.0276,0.0106,0.000801,0.121,0.159,130.022,4
spotify:track:5Hh2VJj7bOWGsN0Jw6smwt,"Two Faced","Two Faced","Linkin Park",2024-11-13,183584,66,false,bananaslug-10,2024-11-15T19:00:50Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.51,0.945,1,-5.405,1,0.0807,0.000658,0.0000048,0.0413,0.323,91.906,4
spotify:track:2PnlsTsOTLE5jnBnNe2K0A,"The Emptiness Machine","The Emptiness Machine","Linkin Park",2024-09-05,190427,83,true,bananaslug-10,2024-11-15T19:06:20Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.466,0.872,7,-3.344,1,0.0336,0.0156,0,0.121,0.806,184.115,4
spotify:track:3fgehc497TFqKH1zBL2YNK,"Heavy Is the Crown","Heavy Is the Crown","Linkin Park",2024-09-24,167012,77,false,bananaslug-10,2024-11-15T19:08:23Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.571,0.928,4,-3.725,0,0.0453,0.00932,0,0.297,0.489,127.939,4
spotify:track:5mFZipkX1HZ4Idz5LOWpzq,"Cut the Bridge","From Zero","Linkin Park",2024-11-15,228606,75,false,bananaslug-10,2024-11-15T19:15:24Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.622,0.936,7,-2.72,0,0.067,0.0212,0.00000309,0.242,0.743,75.024,4
spotify:track:7clyJIrLkEbXUDwj1tC9zz,"Blood // Water","a modern tragedy vol. 1","grandson",2018-06-15,214520,69,false,bananaslug-10,2024-11-15T19:22:59Z,"","Fueled By Ramen",0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,4
spotify:track:7BkzAHnNW7WfrT4NcLaUDx,"Casualty","From Zero","Linkin Park",2024-11-15,140915,69,false,bananaslug-10,2024-11-15T19:26:29Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.576,0.948,2,-4.082,1,0.173,0.00467,0.00838,0.322,0.5,159.928,4
spotify:track:7diOv6wm3ngF7Vt6ubK0Sf,"Overflow","From Zero","Linkin Park",2024-11-15,211027,70,false,bananaslug-10,2024-11-16T04:51:21Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.515,0.654,8,-6.349,1,0.0492,0.116,0.000103,0.0966,0.306,133.916,4
spotify:track:0J1IJsMbKWb5g2sJArTkGF,"Stained","From Zero","Linkin Park",2024-11-15,185414,74,false,bananaslug-10,2024-11-16T04:58:23Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.516,0.868,6,-5.148,1,0.0969,0.0134,0,0.509,0.375,91.97,4
spotify:track:7M8eZBRTD9QNasEVReEM0H,"IGYEIH","From Zero","Linkin Park",2024-11-15,209083,69,false,bananaslug-10,2024-11-16T04:59:40Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.442,0.968,2,-3.417,1,0.126,0.00227,0.0000153,0.296,0.308,159.974,4
spotify:track:6aCBjSb87RizdH8lVBIRW7,"Good Things Go","From Zero","Linkin Park",2024-11-15,209844,72,true,bananaslug-10,2024-11-16T05:03:53Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.541,0.757,2,-5.37,0,0.0421,0.00867,0,0.136,0.307,127.005,4
spotify:track:6nebUmkUoc7fITIKPjS47K,"We Did It!!!","Death Of An Optimist","grandson",2020-12-04,168736,49,true,bananaslug-10,2024-11-17T23:38:29Z,"","Fueled By Ramen",0.284,0.789,1,-7.927,1,0.473,0.000328,0.00109,0.562,0.597,169.2,4
spotify:track:1hHn2SG7j8Ux61wWiUcXPq,"Oh No!!!","Oh No!!!","grandson",2019-09-04,215035,53,true,bananaslug-10,2024-11-17T23:41:45Z,"","Fueled By Ramen",0.609,0.659,2,-7.218,1,0.0442,0.00592,0.000292,0.161,0.522,80.996,4
spotify:track:3JyvSSU0VnlMUsQckyEVfX,"Darkside","a modern tragedy vol. 2","grandson",2019-02-22,229531,61,true,bananaslug-10,2024-11-17T23:47:45Z,"","Fueled By Ramen",0.497,0.701,7,-6.834,1,0.119,0.000568,0.000287,0.352,0.18,76.918,4
spotify:track:5IPT4Noqvo7bsfbWUOHcG4,"Despicable","a modern tragedy vol. 1","grandson",2018-06-15,223893,59,false,bananaslug-10,2024-11-17T23:56:42Z,"","Fueled By Ramen",0.576,0.782,1,-6.167,1,0.0346,0.0123,0.00241,0.467,0.367,87.971,4
spotify:track:23GWbiEWeZ1IteR9ijD3hn,"Riptide","Death Of An Optimist","grandson",2020-12-04,192382,53,true,bananaslug-10,2024-11-18T00:00:05Z,"","Fueled By Ramen",0.484,0.875,2,-5.173,1,0.0686,0.000479,0.0000525,0.0875,0.395,159.962,4
spotify:track:4AFjPeecGnS3999PV5iOSK,"Mea Culpa (Ah! Ça ira!)","Mea Culpa (Ah! Ça ira!)","Gojira,Marina Viotti,Victor Le Masne",2024-08-30,173160,64,false,bananaslug-10,2024-11-26T10:05:09Z,"groove metal,metal,progressive metal,death metal,djent","BMG Rights Management (UK) Ltd.",0.206,0.89,7,-5.277,0,0.0468,0.00144,0.0975,0.356,0.249,90.349,4
spotify:track:2mMNBgFRyEiRoGvrdoONeq,"A Grave Mistake","The Silver Scream","Ice Nine Kills",2018-10-05,184226,67,false,bananaslug-10,2024-11-29T00:35:09Z,"metalcore,metal","Fearless Records",0.36,0.925,6,-3.775,0,0.0719,0.000838,0,0.115,0.446,175.088,3
spotify:track:3K7vovoUvysvYih4CNKIOc,"A Work of Art","A Work of Art (feat. Shavo of System of a Down)","Ice Nine Kills,SHAVO",2024-10-11,238143,68,false,bananaslug-10,2024-11-29T00:37:31Z,"metalcore,metal","Fearless Records",0.293,0.98,8,-2.372,1,0.406,0.00611,0,0.341,0.195,200.499,4
spotify:track:04K2bMi2vyOBwxr5EjDq5O,"The American Nightmare","The Silver Scream","Ice Nine Kills",2018-10-05,249746,65,true,bananaslug-10,2024-11-30T08:54:24Z,"metalcore,metal","Fearless Records",0.505,0.981,2,-3.779,1,0.156,0.000212,0.00000375,0.588,0.256,120.052,4
spotify:track:4DUDclz23qWzRVNe4a8zeK,"Meat & Greet","Welcome To Horrorwood: Under Fire","Ice Nine Kills",2023-10-20,210559,56,true,bananaslug-10,2024-11-30T08:59:17Z,"metalcore,metal","Fearless Records",0.407,0.955,0,-4.132,1,0.263,0.000274,0,0.231,0.437,160.883,4
spotify:track:2G8PweZBBwTpyP8vpNQJK2,"Caraphernelia","Selfish Machines","Pierce The Veil",2010-06-21,268480,74,false,bananaslug-10,2024-12-01T21:39:03Z,"emo,screamo,post-hardcore","Equal Vision Records",0.531,0.984,3,-3.767,0,0.0652,0.0017,0.0000113,0.361,0.386,107.036,4
spotify:track:2ZiJidFdQ30nVJEP4u44l3,"Blank Space","Heart Vs. Mind","I Prevail",2014-12-16,240927,68,false,bananaslug-10,2024-12-03T01:13:26Z,"metalcore","Fearless Records",0.437,0.863,11,-5.28,0,0.0941,0.00302,0,0.144,0.233,194.073,4
spotify:track:6ZfTIN0gmZft7Ewe9gjOyR,"SAVAGES","The Silver Scream","Ice Nine Kills",2018-10-05,177853,54,false,bananaslug-10,2024-12-03T15:59:54Z,"metalcore,metal","Fearless Records",0.476,0.99,6,-2.24,1,0.133,0.000361,0.00000325,0.409,0.406,130.97,4
spotify:track:6sLLOGba3eASfNam3bA8wV,"The Jig Is Up (feat. Randy Strohmeyer of Finch)","The Silver Scream","Ice Nine Kills,Randy Strohmeyer",2018-10-05,237933,49,true,bananaslug-10,2024-12-03T16:02:09Z,"metalcore,metal","Fearless Records",0.237,0.936,7,-4.096,1,0.157,0.000114,0,0.286,0.253,140.105,3
spotify:track:0SE4Gr2tOynUanztsaqnZl,"Rocking The Boat","The Silver Scream","Ice Nine Kills,Jeremy Schwartz",2018-10-05,246226,50,true,bananaslug-10,2024-12-03T16:09:44Z,"metalcore,metal","Fearless Records",0.39,0.955,6,-3.591,1,0.112,0.000568,0,0.205,0.365,87.346,4
spotify:track:20WSWrWhZgiEMvVWu5XuFl,"Enjoy Your Slay","The Silver Scream","Ice Nine Kills,Sam Kubrick",2018-10-05,255013,48,true,bananaslug-10,2024-12-03T16:14:38Z,"metalcore,metal","Fearless Records",0.165,0.949,11,-3.801,1,0.121,0.0115,0,0.305,0.284,149.615,5
spotify:track:2vuRp2Vh2pxUPxHEmhmCWc,"Freak Flag","The Silver Scream","Ice Nine Kills",2018-10-05,198946,47,false,bananaslug-10,2024-12-03T16:18:48Z,"metalcore,metal","Fearless Records",0.529,0.98,6,-3.673,1,0.0896,0.0000813,0.000257,0.486,0.594,114.94,4
spotify:track:3SNRCldu3OREo61p4KQDIa,"The World In My Hands (ft. Tony Lovato of Mest)","The Silver Scream","Ice Nine Kills,Tony Lovato",2018-10-05,230813,47,false,bananaslug-10,2024-12-03T16:20:48Z,"metalcore,metal","Fearless Records",0.311,0.939,1,-3.719,0,0.0914,0.000182,0,0.0972,0.487,83.611,3
spotify:track:2kM94CiYjbN4932wToEMJo,"Merry Axe-Mas","The Silver Scream","Ice Nine Kills",2018-10-05,198880,46,true,bananaslug-10,2024-12-03T16:26:13Z,"metalcore,metal","Fearless Records",0.344,0.99,11,-2.736,1,0.141,0.0000538,0,0.639,0.207,175.072,4
spotify:track:3AkCkuC8LuRFEnvyKBQUOg,"Rainy Day","Welcome To Horrorwood: The Silver Scream 2","Ice Nine Kills",2021-10-15,181520,64,false,bananaslug-10,2024-12-03T16:37:41Z,"metalcore,metal","Fearless Records",0.466,0.944,6,-4.103,0,0.177,0.000119,0,0.379,0.384,134.993,4
spotify:track:1tBghD5Z8rBeN7eHDXLamy,"Hip To Be Scared [Feat. Jacoby Shaddix]","Welcome To Horrorwood: The Silver Scream 2","Ice Nine Kills,Jacoby Shaddix",2021-10-15,203560,64,true,bananaslug-10,2024-12-03T16:38:55Z,"metalcore,metal","Fearless Records",0.276,0.862,1,-5.352,0,0.255,0.00147,0,0.174,0.526,182.115,3
spotify:track:0sZ7125n1GTxvrq0anThNy,"The Shower Scene","Welcome To Horrorwood: The Silver Scream 2","Ice Nine Kills",2021-10-15,191693,62,false,bananaslug-10,2024-12-03T16:44:00Z,"metalcore,metal","Fearless Records",0.376,0.944,2,-4.053,1,0.174,0.000101,0.00000118,0.313,0.453,176.021,4
spotify:track:78z9ELDMUD1rMAo5Qoxwjn,"Animals","Punk Goes Pop Vol. 6","Ice Nine Kills",2014-11-17,255603,51,false,bananaslug-10,2024-12-05T04:41:28Z,"metalcore,metal","Fearless Records",0.453,0.973,1,-4.292,0,0.0774,0.00535,0.000267,0.0537,0.262,94.999,4
spotify:track:3EeoMkZF8NhX9FdCSxG8MB,"Parabol","Lateralus","TOOL",2001-05-15,184573,62,false,bananaslug-10,2024-12-05T10:10:46Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.283,0.0489,9,-24.949,1,0.0413,0.545,0.307,0.0897,0.0886,76.128,4
spotify:track:1vxu8vMNshg5J8z3oA7QJZ,"Parabola","Lateralus","TOOL",2001-05-15,363680,69,false,bananaslug-10,2024-12-05T10:10:51Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.314,0.929,9,-6.238,1,0.105,0.0000203,0.516,0.139,0.285,100.935,4
spotify:track:59WN2psjkt1tyaxjspN8fp,"Killing In The Name","Rage Against The Machine - XX (20th Anniversary Special Edition)","Rage Against The Machine",1992,313573,84,true,bananaslug-10,2024-12-05T10:19:45Z,"rap metal,rap rock,alternative metal,nu metal","Epic/Legacy",0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,4
spotify:track:55mJleti2WfWEFNFcBduhc,"Schism","Lateralus","TOOL",2001-05-15,403533,75,false,bananaslug-10,2024-12-05T17:57:02Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3
spotify:track:40rvBMQizxkIqnjPdEWY1v,"Down with the Sickness","The Sickness","Disturbed",2000-03-07,279213,81,true,bananaslug-10,2024-12-13T04:37:01Z,"metal,nu metal,alternative metal,rap metal,hard rock,rock","Giant/Reprise",0.695,0.876,3,-4.262,0,0.0553,0.000996,0.00000689,0.106,0.941,89.954,4
spotify:track:3dncWYTMi4YudEtsJzT4OI,"Want Me Around","Shapeshifter","Knuckle Puck",2017-10-13,211100,48,false,bananaslug-10,2024-12-19T04:07:20Z,"pop punk,midwest emo,punk","Rise Records",0.452,0.962,0,-3.224,0,0.127,0.00701,0.00000777,0.0997,0.525,101.884,4
spotify:track:4mizADolHWX49HVv9pYmQh,"Hell Finds You Everywhere (feat. Noah Sebastian)","Hell Finds You Everywhere","Thousand Below,Noah Sebastian",2022-12-09,204164,51,false,bananaslug-10,2025-01-20T08:30:21Z,"metalcore,post-hardcore","Rise Records",0.412,0.888,1,-4.244,1,0.0504,0.000518,0,0.202,0.108,137.887,4
spotify:track:4JCFLDaQ1rqDsexY7ihJuU,"Comatose","I'm Hard To Love But So Are You Vol. 3","Too Close To Touch",2019-11-12,203180,42,false,bananaslug-10,2025-01-20T08:37:04Z,"post-hardcore,metalcore","Epitaph",0.322,0.836,4,-3.083,0,0.0863,0.0222,0,0.19,0.403,162.057,4
spotify:track:1ve6FiKnpfXt8vUxhndH7p,"IF IT DOESN'T HURT","CARNAL","NOTHING MORE",2024-06-28,179225,68,false,bananaslug-10,2025-01-21T02:52:05Z,"","Better Noise Music",0.343,0.885,5,-3.558,0,0.166,0.000294,0.000311,0.39,0.62,94.435,4
spotify:track:0ofLz0b9mmXXvDgQp7XPRd,"Lifelines","Lifelines","I Prevail",2016-10-21,201480,59,false,bananaslug-10,2025-01-21T08:06:25Z,"metalcore","Fearless Records",0.503,0.94,1,-4.66,0,0.0475,0.00045,0.000536,0.217,0.532,160.03,4
spotify:track:6T38YYdc9GkLO07TRI3li2,"Stuck In Your Head","Lifelines","I Prevail",2016-10-21,215000,60,false,bananaslug-10,2025-01-21T08:09:14Z,"metalcore","Fearless Records",0.48,0.955,9,-3.702,1,0.0395,0.000298,0.0107,0.477,0.658,155.019,4
spotify:track:1ZJNyOtk0bdYbPi1zlyFj5,"Visceral","TRUE POWER","I Prevail",2022-08-19,164073,54,false,bananaslug-10,2025-01-21T08:13:10Z,"metalcore","Fearless Records",0.446,0.946,1,-4.598,1,0.088,0.000112,0,0.129,0.471,155.004,4
spotify:track:0FpYnuKYFJXHAmHbS1CycY,"Feiticeira","White Pony","Deftones",2000,189760,63,true,bananaslug-10,2025-01-28T17:10:50Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.196,0.97,8,-4.692,1,0.26,0.000404,0.0631,0.288,0.114,153.186,4
spotify:track:2jSJm3Gv6GLxduWLenmjKS,"Digital Bath","White Pony","Deftones",2000,255373,75,false,bananaslug-10,2025-01-28T17:13:35Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.338,0.859,4,-4.938,0,0.0824,0.00122,0.211,0.0936,0.504,92.966,4
spotify:track:3jnYlchDDAiLzfkPPy12ig,"Elite","White Pony","Deftones",2000,241800,59,false,bananaslug-10,2025-01-28T17:18:35Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.46,0.992,5,-3.298,0,0.0818,0.000638,0.866,0.321,0.206,90.877,4
spotify:track:6HgrJfzfj9WRBABdussy8z,"Rx Queen","White Pony","Deftones",2000,268026,64,false,bananaslug-10,2025-01-28T17:22:51Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.571,0.919,10,-6.596,1,0.0457,0.000106,0.274,0.171,0.548,143.155,4
spotify:track:5qNr7GnEmD3zA2oQTAdI3a,"Street Carp","White Pony","Deftones",2000,161600,59,true,bananaslug-10,2025-01-28T17:27:54Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.197,0.941,2,-4.112,1,0.0597,0.0000589,0,0.214,0.503,161.434,4
spotify:track:42Kv1RoTAm09FeytxiuZIB,"Knife Prty","White Pony","Deftones",2000,289200,68,false,bananaslug-10,2025-01-28T17:34:28Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.295,0.883,0,-3.897,0,0.0446,0.00025,0.0234,0.137,0.118,74.483,3
spotify:track:7cYKGj2j9AWNwQukTl2Jev,"Korea","White Pony","Deftones",2000,203600,58,false,bananaslug-10,2025-01-28T17:38:33Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.271,0.91,7,-3.645,1,0.0854,0.0000151,0.0000434,0.134,0.149,88.463,4
spotify:track:7IoK6jZBxY7NMoQPoPXZCF,"Passenger","White Pony","Deftones",2000,368666,72,false,bananaslug-10,2025-01-28T17:43:38Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.345,0.797,0,-6.152,1,0.0551,0.00188,0.0668,0.145,0.223,117.987,4
spotify:track:51c94ac31swyDQj9B3Lzs3,"Change (In the House of Flies)","White Pony","Deftones",2000,299533,84,false,bananaslug-10,2025-01-28T17:46:17Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
spotify:track:0FrT8a39eo6siL1yIxVGTP,"Pink Maggit","White Pony","Deftones",2000,453226,62,false,bananaslug-10,2025-01-28T17:53:39Z,"nu metal,alternative metal,rap metal,shoegaze","Rhino",0.144,0.668,8,-6.622,1,0.048,0.00633,0.308,0.11,0.0362,89.64,3
spotify:track:2OUR8g12h5qsGDs1v5lqvp,"Swerve City","Koi No Yokan","Deftones",2012-11-09,164986,70,false,bananaslug-10,2025-01-28T18:18:14Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.457,0.964,10,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,4
spotify:track:23ZfYXdy2deoaf4u1XObHZ,"Romantic Dreams","Koi No Yokan","Deftones",2012-11-09,278106,64,false,bananaslug-10,2025-01-28T18:20:58Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.152,0.959,6,-4.143,0,0.151,0.0000149,0.0000483,0.654,0.27,78.875,3
spotify:track:0RLhtEt50QUwKXNwKI4dSJ,"Leathers","Koi No Yokan","Deftones",2012-11-09,248893,62,false,bananaslug-10,2025-01-28T18:27:20Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.28,0.861,10,-4.6,1,0.0647,0.0000561,0.0977,0.0798,0.0597,157.904,4
spotify:track:109Reh7np1btqIGNbVTAq3,"Poltergeist","Koi No Yokan","Deftones",2012-11-09,211413,56,true,bananaslug-10,2025-01-28T18:30:55Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.436,0.951,11,-3.383,1,0.116,0.0000137,0.712,0.0771,0.285,155.977,4
spotify:track:4bLCPfBLKlqiONo6TALTh5,"Entombed","Koi No Yokan","Deftones",2012-11-09,299240,77,false,bananaslug-10,2025-01-28T18:33:56Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.399,0.753,10,-3.882,1,0.0375,0.00593,0.128,0.366,0.167,130.055,4
spotify:track:7HLDvobIFC895EGNMzhdZb,"Graphic Nature","Koi No Yokan","Deftones",2012-11-09,271533,54,true,bananaslug-10,2025-01-28T18:41:34Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.375,0.909,9,-3.355,0,0.0359,0.0000187,0.217,0.361,0.316,91.936,4
spotify:track:1parffUcsk8pfGbyMtGnmW,"Tempest","Koi No Yokan","Deftones",2012-11-09,365480,66,false,bananaslug-10,2025-01-28T18:44:54Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.343,0.798,9,-5.962,0,0.0545,0.00148,0.000344,0.11,0.0549,147.769,4
spotify:track:6ApFw0KmCRA0X0p2Vbqm0U,"Gauze","Koi No Yokan","Deftones",2012-11-09,281400,60,false,bananaslug-10,2025-01-28T18:48:36Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.321,0.926,0,-4.789,1,0.064,0.000107,0.0437,0.353,0.287,110.199,4
spotify:track:4FEr6dIdH6EqLKR0jB560J,"Rosemary","Koi No Yokan","Deftones",2012-11-09,413346,78,false,bananaslug-10,2025-01-28T18:56:44Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4
spotify:track:0vB4pHzanZWUMprHnlsafz,"Goon Squad","Koi No Yokan","Deftones",2012-11-09,340000,57,false,bananaslug-10,2025-01-30T16:52:53Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.29,0.927,7,-6.39,1,0.104,0.0000858,0.868,0.0655,0.038,156.146,4
spotify:track:3GXmLpYjgpjXFtDkS4wtJ7,"What Happened to You?","Koi No Yokan","Deftones",2012-11-09,233706,57,false,bananaslug-10,2025-01-30T16:52:56Z,"nu metal,alternative metal,rap metal,shoegaze","Reprise",0.54,0.776,5,-5.161,1,0.0641,0.015,0.0548,0.0952,0.574,152.062,4
spotify:track:0b4TKuvZ4eJ8eHgJgXaCnN,"Two-Way Mirror","I Let It in and It Took Everything","Loathe",2020-02-07,300186,65,false,bananaslug-10,2025-01-29T00:23:33Z,"shoegaze","SHARPTONE",0.32,0.84,2,-6.703,1,0.0447,0.0000786,0.761,0.135,0.173,160.104,4
spotify:track:73ESek0SF1ZcdRKMc8hsKi,"New Faces in the Dark","I Let It in and It Took Everything","Loathe",2020-02-07,192053,56,false,bananaslug-10,2025-01-29T00:27:14Z,"shoegaze","SHARPTONE",0.384,0.974,9,-5.355,0,0.17,0.0000655,0.734,0.628,0.105,164.914,4
